idx,First_pokemon,Second_pokemon,Winner,Loser
38599,138,460,138,460
38600,287,216,216,287
38601,255,377,377,255
38602,747,304,747,304
38603,336,467,467,336
38604,353,126,126,353
38605,283,461,283,461
38606,56,540,540,56
38607,773,328,773,328
38608,301,189,301,189
38609,734,744,744,734
38610,638,152,638,152
38611,178,705,705,178
38612,636,595,595,636
38613,122,116,116,122
38614,455,680,455,680
38615,255,486,486,255
38616,321,472,472,321
38617,195,461,195,461
38618,10,47,47,10
38619,23,475,23,475
38620,674,87,674,87
38621,175,134,134,175
38622,113,303,303,113
38623,732,131,732,131
38624,552,55,552,55
38625,320,762,320,762
38626,515,115,115,515
38627,123,698,698,123
38628,748,720,748,720
38629,36,596,596,36
38630,423,675,423,675
38631,772,715,772,715
38632,96,51,51,96
38633,124,690,124,690
38634,259,204,259,204
38635,36,96,36,96
38636,184,562,184,562
38637,115,278,115,278
38638,11,474,474,11
38639,198,689,689,198
38640,674,581,674,581
38641,622,82,622,82
38642,302,761,761,302
38643,379,9,9,379
38644,321,532,532,321
38645,684,539,539,684
38646,441,122,441,122
38647,131,25,131,25
38648,363,115,115,363
38649,206,774,206,774
38650,457,742,742,457
38651,197,474,474,197
38652,266,555,555,266
38653,572,32,32,572
38654,332,265,265,332
38655,106,259,259,106
38656,371,426,426,371
38657,581,425,581,425
38658,161,755,755,161
38659,99,462,99,462
38660,599,283,283,599
38661,592,365,365,592
38662,53,603,603,53
38663,104,217,104,217
38664,472,703,472,703
38665,742,259,259,742
38666,101,230,230,101
38667,787,594,787,594
38668,24,749,24,749
38669,791,2,2,791
38670,589,726,726,589
38671,304,507,507,304
38672,169,739,169,739
38673,376,439,376,439
38674,130,692,130,692
38675,771,358,358,771
38676,729,384,729,384
38677,706,234,234,706
38678,508,179,508,179
38679,553,657,553,657
38680,260,780,260,780
38681,640,772,772,640
38682,728,588,588,728
38683,737,435,737,435
38684,510,390,510,390
38685,222,707,707,222
38686,3,47,3,47
38687,761,401,401,761
38688,104,431,431,104
38689,626,50,50,626
38690,229,96,229,96
38691,726,225,726,225
38692,308,691,308,691
38693,121,469,469,121
38694,179,361,361,179
38695,641,555,555,641
38696,706,127,706,127
38697,673,314,314,673
38698,592,177,177,592
38699,196,176,196,176
38700,654,421,421,654
38701,107,776,776,107
38702,426,69,426,69
38703,530,69,530,69
38704,223,308,223,308
38705,622,293,293,622
38706,65,135,135,65
38707,718,515,718,515
38708,214,75,214,75
38709,691,205,205,691
38710,746,493,493,746
38711,344,389,344,389
38712,528,610,528,610
38713,275,202,275,202
38714,578,264,264,578
38715,313,788,788,313
38716,95,37,37,95
38717,472,132,472,132
38718,152,753,152,753
38719,376,471,376,471
38720,417,598,598,417
38721,503,45,503,45
38722,409,585,409,585
38723,319,113,319,113
38724,305,605,305,605
38725,799,158,158,799
38726,461,446,446,461
38727,764,219,219,764
38728,272,264,264,272
38729,680,677,677,680
38730,240,302,302,240
38731,537,534,534,537
38732,133,393,133,393
38733,199,205,205,199
38734,113,587,587,113
38735,2,396,2,396
38736,100,214,214,100
38737,127,438,438,127
38738,240,112,112,240
38739,764,769,764,769
38740,75,444,444,75
38741,365,182,365,182
38742,698,321,698,321
38743,151,788,151,788
38744,456,36,36,456
38745,172,327,327,172
38746,696,702,702,696
38747,522,104,522,104
38748,696,325,696,325
38749,128,668,128,668
38750,559,461,559,461
38751,335,231,335,231
38752,572,427,427,572
38753,659,286,286,659
38754,91,730,730,91
38755,221,788,788,221
38756,387,56,56,387
38757,362,166,166,362
38758,677,578,677,578
38759,18,753,18,753
38760,314,151,314,151
38761,535,343,535,343
38762,53,257,257,53
38763,414,393,414,393
38764,496,549,549,496
38765,781,611,611,781
38766,267,202,202,267
38767,514,105,514,105
38768,238,159,159,238
38769,690,647,690,647
38770,453,281,453,281
38771,374,400,400,374
38772,537,790,790,537
38773,367,478,478,367
38774,92,176,92,176
38775,689,168,168,689
38776,567,294,567,294
38777,610,577,610,577
38778,506,338,338,506
38779,314,563,314,563
38780,76,697,697,76
38781,483,548,548,483
38782,546,57,57,546
38783,543,541,541,543
38784,784,514,514,784
38785,439,771,771,439
38786,474,652,474,652
38787,65,464,65,464
38788,180,679,679,180
38789,682,175,682,175
38790,286,173,286,173
38791,544,225,544,225
38792,494,565,494,565
38793,376,682,682,376
38794,139,486,139,486
38795,218,781,781,218
38796,625,37,37,625
38797,300,647,300,647
38798,545,275,275,545
38799,493,82,493,82
38800,621,719,621,719
38801,91,79,79,91
38802,285,130,130,285
38803,417,392,392,417
38804,282,275,275,282
38805,414,444,414,444
38806,117,361,361,117
38807,123,133,133,123
38808,795,687,795,687
38809,501,415,415,501
38810,306,190,306,190
38811,692,669,692,669
38812,718,437,718,437
38813,43,95,95,43
38814,606,22,606,22
38815,746,780,746,780
38816,328,342,342,328
38817,404,345,345,404
38818,185,588,588,185
38819,281,171,171,281
38820,149,626,149,626
38821,302,149,302,149
38822,701,553,553,701
38823,113,281,281,113
38824,400,134,134,400
38825,55,240,240,55
38826,39,169,169,39
38827,239,372,372,239
38828,430,475,430,475
38829,692,109,109,692
38830,354,20,354,20
38831,2,616,616,2
38832,522,481,481,522
38833,71,659,71,659
38834,484,394,394,484
38835,636,471,636,471
38836,415,635,635,415
38837,348,316,316,348
38838,680,675,675,680
38839,771,773,773,771
38840,425,658,658,425
38841,282,173,282,173
38842,283,341,341,283
38843,295,9,9,295
38844,756,458,756,458
38845,247,657,657,247
38846,434,580,580,434
38847,671,166,166,671
38848,223,641,223,641
38849,96,792,792,96
38850,647,418,418,647
38851,311,127,127,311
38852,286,414,414,286
38853,300,245,300,245
38854,83,602,83,602
38855,259,49,259,49
38856,436,410,410,436
38857,141,208,141,208
38858,486,590,590,486
38859,185,586,586,185
38860,791,376,376,791
38861,647,229,647,229
38862,288,699,699,288
38863,29,436,436,29
38864,777,790,777,790
38865,166,270,270,166
38866,305,87,305,87
38867,50,86,50,86
38868,50,709,709,50
38869,120,280,280,120
38870,359,696,359,696
38871,25,396,25,396
38872,119,74,119,74
38873,634,325,634,325
38874,640,614,614,640
38875,91,795,91,795
38876,633,755,633,755
38877,451,724,724,451
38878,299,381,299,381
38879,77,315,77,315
38880,780,82,780,82
38881,228,364,228,364
38882,740,328,328,740
38883,712,659,712,659
38884,147,634,147,634
38885,641,555,555,641
38886,188,323,323,188
38887,625,337,625,337
38888,364,714,714,364
38889,136,38,136,38
38890,468,371,371,468
38891,448,772,772,448
38892,604,275,275,604
38893,510,663,663,510
38894,23,700,700,23
38895,333,56,333,56
38896,13,299,299,13
38897,180,117,117,180
38898,494,365,365,494
38899,575,651,651,575
38900,672,777,777,672
38901,489,717,717,489
38902,686,181,181,686
38903,52,755,755,52
38904,210,168,168,210
38905,600,44,44,600
38906,470,341,341,470
38907,644,149,644,149
38908,241,248,248,241
38909,137,184,184,137
38910,610,45,610,45
38911,783,666,666,783
38912,218,15,218,15
38913,139,285,139,285
38914,129,580,129,580
38915,732,525,732,525
38916,30,192,30,192
38917,69,603,603,69
38918,613,661,613,661
38919,65,23,23,65
38920,608,333,608,333
38921,336,232,232,336
38922,48,132,132,48
38923,180,652,180,652
38924,791,570,570,791
38925,604,100,100,604
38926,360,63,63,360
38927,194,579,579,194
38928,203,449,203,449
38929,762,680,762,680
38930,639,774,774,639
38931,316,166,316,166
38932,444,652,444,652
38933,120,491,491,120
38934,124,504,124,504
38935,146,469,469,146
38936,264,29,264,29
38937,551,200,551,200
38938,525,123,525,123
38939,228,674,674,228
38940,427,458,427,458
38941,518,254,518,254
38942,588,561,588,561
38943,743,421,421,743
38944,626,234,234,626
38945,399,715,715,399
38946,773,726,773,726
38947,178,152,152,178
38948,223,248,248,223
38949,557,738,557,738
38950,762,247,247,762
38951,542,362,362,542
38952,401,329,401,329
38953,432,437,432,437
38954,110,151,110,151
38955,704,748,704,748
38956,647,4,4,647
38957,470,136,136,470
38958,150,459,459,150
38959,378,505,505,378
38960,160,325,325,160
38961,141,287,141,287
38962,350,278,350,278
38963,731,599,731,599
38964,9,532,9,532
38965,71,550,550,71
38966,332,53,332,53
38967,785,268,785,268
38968,45,53,53,45
38969,698,478,478,698
38970,273,374,273,374
38971,620,612,612,620
38972,445,621,621,445
38973,473,600,473,600
38974,669,543,543,669
38975,697,396,697,396
38976,55,242,55,242
38977,277,312,277,312
38978,650,707,707,650
38979,218,711,711,218
38980,584,631,631,584
38981,485,701,701,485
38982,627,39,39,627
38983,757,22,22,757
38984,372,438,438,372
38985,70,663,70,663
38986,446,321,446,321
38987,442,470,442,470
38988,425,681,425,681
38989,554,192,554,192
38990,109,98,109,98
38991,162,213,162,213
38992,134,21,134,21
38993,526,663,663,526
38994,416,783,416,783
38995,569,430,569,430
38996,116,533,533,116
38997,410,141,410,141
38998,323,73,73,323
38999,54,305,305,54
39000,669,681,669,681
39001,265,251,265,251
39002,421,422,421,422
39003,115,428,428,115
39004,371,325,371,325
39005,329,566,566,329
39006,470,317,317,470
39007,784,745,745,784
39008,772,172,772,172
39009,528,43,528,43
39010,345,368,368,345
39011,372,34,34,372
39012,425,101,101,425
39013,142,313,313,142
39014,98,716,716,98
39015,29,439,29,439
39016,716,606,606,716
39017,352,790,352,790
39018,142,222,142,222
39019,256,25,25,256
39020,772,104,772,104
39021,464,533,533,464
39022,56,279,56,279
39023,667,374,374,667
39024,476,602,476,602
39025,748,167,748,167
39026,501,102,102,501
39027,507,301,301,507
39028,181,558,558,181
39029,169,497,169,497
39030,166,463,166,463
39031,377,593,377,593
39032,436,351,436,351
39033,129,110,110,129
39034,730,539,539,730
39035,122,168,168,122
39036,22,207,22,207
39037,572,522,572,522
39038,766,418,418,766
39039,318,429,429,318
39040,10,336,336,10
39041,566,641,566,641
39042,593,129,129,593
39043,502,431,431,502
39044,348,385,348,385
39045,3,668,3,668
39046,103,369,103,369
39047,784,405,405,784
39048,402,486,486,402
39049,505,115,115,505
39050,649,758,649,758
39051,372,352,352,372
39052,452,514,514,452
39053,435,541,541,435
39054,216,505,505,216
39055,460,676,676,460
39056,432,214,214,432
39057,701,126,701,126
39058,619,202,202,619
39059,751,632,632,751
39060,34,406,406,34
39061,647,621,647,621
39062,351,573,573,351
39063,243,699,699,243
39064,368,521,521,368
39065,430,141,430,141
39066,765,379,765,379
39067,37,428,428,37
39068,366,668,366,668
39069,82,201,82,201
39070,379,133,133,379
39071,762,169,169,762
39072,341,68,341,68
39073,62,163,163,62
39074,324,51,51,324
39075,407,274,274,407
39076,155,439,155,439
39077,706,469,706,469
39078,122,747,747,122
39079,764,62,62,764
39080,363,781,781,363
39081,731,334,731,334
39082,302,348,302,348
39083,47,104,47,104
39084,93,88,93,88
39085,452,177,177,452
39086,189,723,723,189
39087,377,466,466,377
39088,650,579,650,579
39089,386,241,386,241
39090,524,529,524,529
39091,441,51,441,51
39092,425,402,425,402
39093,342,462,342,462
39094,31,745,745,31
39095,281,397,397,281
39096,212,330,212,330
39097,686,185,185,686
39098,87,349,349,87
39099,428,279,428,279
39100,305,376,376,305
39101,523,22,22,523
39102,681,605,681,605
39103,309,557,557,309
39104,245,567,245,567
39105,148,474,474,148
39106,564,684,684,564
39107,694,681,694,681
39108,324,327,327,324
39109,668,301,301,668
39110,176,166,166,176
39111,721,315,721,315
39112,719,438,438,719
39113,89,604,604,89
39114,704,682,704,682
39115,392,167,392,167
39116,337,488,337,488
39117,245,597,245,597
39118,787,18,787,18
39119,729,146,729,146
39120,708,502,708,502
39121,355,143,143,355
39122,372,671,671,372
39123,334,269,269,334
39124,313,784,784,313
39125,36,440,36,440
39126,133,289,133,289
39127,291,158,158,291
39128,209,22,209,22
39129,285,380,380,285
39130,753,105,105,753
39131,799,6,6,799
39132,633,425,633,425
39133,328,796,796,328
39134,80,724,724,80
39135,484,413,413,484
39136,490,34,490,34
39137,42,82,42,82
39138,388,203,388,203
39139,502,376,502,376
39140,725,550,550,725
39141,291,138,138,291
39142,557,285,557,285
39143,578,495,495,578
39144,187,73,187,73
39145,671,439,671,439
39146,172,441,172,441
39147,694,248,694,248
39148,775,124,124,775
39149,256,434,434,256
39150,169,439,169,439
39151,771,294,771,294
39152,248,551,551,248
39153,30,268,30,268
39154,152,604,604,152
39155,32,170,32,170
39156,749,756,756,749
39157,153,286,153,286
39158,29,415,29,415
39159,220,468,220,468
39160,406,125,125,406
39161,335,99,99,335
39162,332,592,592,332
39163,563,780,563,780
39164,573,233,233,573
39165,338,21,338,21
39166,377,178,377,178
39167,448,265,265,448
39168,464,796,796,464
39169,354,400,400,354
39170,285,668,285,668
39171,427,625,427,625
39172,629,770,629,770
39173,182,131,131,182
39174,731,30,731,30
39175,398,644,398,644
39176,507,338,507,338
39177,339,751,751,339
39178,312,485,312,485
39179,418,97,418,97
39180,462,169,169,462
39181,442,295,442,295
39182,431,510,431,510
39183,779,520,520,779
39184,302,297,297,302
39185,501,605,605,501
39186,224,560,560,224
39187,380,58,58,380
39188,488,705,705,488
39189,654,614,614,654
39190,484,671,484,671
39191,506,328,328,506
39192,352,19,19,352
39193,347,45,347,45
39194,333,263,263,333
39195,645,516,645,516
39196,41,271,271,41
39197,143,435,143,435
39198,151,706,706,151
39199,696,336,336,696
39200,207,692,692,207
39201,84,375,84,375
39202,349,22,349,22
39203,229,539,539,229
39204,390,797,797,390
39205,408,263,263,408
39206,352,552,552,352
39207,15,45,15,45
39208,178,622,622,178
39209,705,304,705,304
39210,560,469,469,560
39211,463,270,270,463
39212,29,109,109,29
39213,182,388,388,182
39214,700,107,700,107
39215,784,16,16,784
39216,737,241,737,241
39217,596,591,596,591
39218,357,396,357,396
39219,681,627,681,627
39220,20,511,20,511
39221,696,541,541,696
39222,438,127,438,127
39223,493,750,493,750
39224,410,344,410,344
39225,510,375,375,510
39226,129,398,398,129
39227,662,246,246,662
39228,446,294,446,294
39229,564,287,287,564
39230,629,10,629,10
39231,795,420,420,795
39232,460,698,698,460
39233,588,412,588,412
39234,120,758,758,120
39235,141,263,263,141
39236,76,471,76,471
39237,598,330,598,330
39238,424,219,424,219
39239,352,614,614,352
39240,112,18,112,18
39241,324,693,693,324
39242,332,612,612,332
39243,652,182,182,652
39244,671,501,671,501
39245,303,166,166,303
39246,56,575,56,575
39247,697,96,697,96
39248,528,167,528,167
39249,623,201,623,201
39250,628,687,687,628
39251,206,408,206,408
39252,245,711,711,245
39253,60,253,253,60
39254,379,394,394,379
39255,143,528,528,143
39256,228,719,228,719
39257,527,673,527,673
39258,93,18,93,18
39259,751,171,171,751
39260,694,349,694,349
39261,32,762,32,762
39262,507,241,507,241
39263,176,262,262,176
39264,263,210,263,210
39265,327,354,327,354
39266,141,208,141,208
39267,699,708,699,708
39268,244,543,543,244
39269,723,288,288,723
39270,451,32,32,451
39271,697,583,583,697
39272,123,259,259,123
39273,370,424,424,370
39274,325,664,664,325
39275,11,26,26,11
39276,401,286,286,401
39277,584,220,220,584
39278,286,212,286,212
39279,582,248,248,582
39280,164,630,164,630
39281,367,650,367,650
39282,361,319,361,319
39283,691,164,691,164
39284,698,226,698,226
39285,368,588,588,368
39286,256,51,51,256
39287,714,744,714,744
39288,416,274,274,416
39289,794,50,794,50
39290,390,175,175,390
39291,157,366,157,366
39292,315,787,787,315
39293,491,650,650,491
39294,532,205,205,532
39295,38,171,171,38
39296,567,755,567,755
39297,201,135,135,201
39298,200,88,200,88
39299,157,753,157,753
39300,344,628,344,628
39301,320,722,320,722
39302,372,95,95,372
39303,521,50,521,50
39304,546,646,546,646
39305,311,370,370,311
39306,280,23,23,280
39307,127,672,127,672
39308,55,270,270,55
39309,285,155,155,285
39310,603,229,603,229
39311,130,440,130,440
39312,195,791,791,195
39313,496,657,496,657
39314,121,140,121,140
39315,65,100,65,100
39316,800,775,800,775
39317,168,777,777,168
39318,131,40,131,40
39319,518,690,518,690
39320,476,380,476,380
39321,577,77,77,577
39322,611,205,205,611
39323,316,76,316,76
39324,580,68,68,580
39325,166,4,166,4
39326,707,562,707,562
39327,699,163,163,699
39328,65,311,65,311
39329,222,13,13,222
39330,537,182,537,182
39331,757,27,27,757
39332,769,272,272,769
39333,772,103,103,772
39334,147,148,147,148
39335,8,604,8,604
39336,86,77,77,86
39337,484,595,484,595
39338,521,518,518,521
39339,257,51,257,51
39340,542,278,542,278
39341,339,510,339,510
39342,407,237,407,237
39343,392,461,392,461
39344,142,713,713,142
39345,705,651,651,705
39346,558,539,539,558
39347,163,269,163,269
39348,23,692,23,692
39349,390,418,418,390
39350,32,617,32,617
39351,31,582,31,582
39352,418,278,418,278
39353,768,179,768,179
39354,689,541,541,689
39355,621,193,621,193
39356,624,154,154,624
39357,21,567,567,21
39358,582,715,715,582
39359,36,678,36,678
39360,789,485,789,485
39361,665,54,54,665
39362,643,784,643,784
39363,749,347,347,749
39364,192,689,192,689
39365,315,134,134,315
39366,699,282,699,282
39367,202,170,202,170
39368,253,108,108,253
39369,741,242,242,741
39370,216,420,420,216
39371,680,770,770,680
39372,358,533,533,358
39373,307,219,307,219
39374,667,137,137,667
39375,190,343,343,190
39376,140,568,568,140
39377,511,625,511,625
39378,470,439,439,470
39379,3,563,3,563
39380,45,387,387,45
39381,405,180,180,405
39382,228,361,228,361
39383,127,613,127,613
39384,89,338,338,89
39385,451,362,362,451
39386,213,303,303,213
39387,300,713,713,300
39388,661,421,421,661
39389,505,504,505,504
39390,340,638,340,638
39391,691,451,451,691
39392,623,10,623,10
39393,262,546,546,262
39394,775,710,710,775
39395,132,484,132,484
39396,400,631,631,400
39397,586,716,586,716
39398,358,788,358,788
39399,461,486,461,486
39400,217,751,751,217
39401,390,540,540,390
39402,578,254,254,578
39403,300,334,334,300
39404,379,575,575,379
39405,612,53,612,53
39406,69,229,229,69
39407,1,43,43,1
39408,659,415,415,659
39409,366,370,366,370
39410,378,683,683,378
39411,435,634,634,435
39412,493,167,493,167
39413,386,369,369,386
39414,675,629,629,675
39415,719,256,719,256
39416,568,175,568,175
39417,590,283,590,283
39418,644,356,356,644
39419,445,734,445,734
39420,415,96,415,96
39421,429,755,429,755
39422,400,620,620,400
39423,38,304,38,304
39424,186,378,186,378
39425,489,85,85,489
39426,306,551,551,306
39427,605,180,180,605
39428,126,452,126,452
39429,411,219,219,411
39430,777,87,777,87
39431,204,690,690,204
39432,654,679,679,654
39433,39,258,258,39
39434,456,73,73,456
39435,116,210,116,210
39436,217,470,217,470
39437,414,468,414,468
39438,760,71,71,760
39439,175,597,175,597
39440,665,724,724,665
39441,194,171,171,194
39442,42,586,42,586
39443,487,420,420,487
39444,528,587,528,587
39445,137,353,137,353
39446,165,512,165,512
39447,651,721,721,651
39448,300,625,625,300
39449,643,518,643,518
39450,633,662,633,662
39451,758,304,758,304
39452,578,308,308,578
39453,575,518,518,575
39454,673,469,469,673
39455,392,362,362,392
39456,254,153,254,153
39457,96,20,20,96
39458,498,638,498,638
39459,642,494,642,494
39460,667,494,494,667
39461,654,752,752,654
39462,62,150,62,150
39463,149,467,467,149
39464,591,778,778,591
39465,160,510,160,510
39466,73,677,73,677
39467,281,408,408,281
39468,44,365,44,365
39469,573,714,714,573
39470,611,558,611,558
39471,702,412,702,412
39472,497,714,714,497
39473,748,359,748,359
39474,45,719,719,45
39475,120,436,120,436
39476,98,660,660,98
39477,377,279,279,377
39478,674,396,674,396
39479,775,320,320,775
39480,121,471,121,471
39481,241,303,303,241
39482,331,764,764,331
39483,97,673,673,97
39484,231,128,128,231
39485,440,590,590,440
39486,216,262,262,216
39487,549,571,549,571
39488,65,385,65,385
39489,360,123,123,360
39490,86,68,86,68
39491,436,751,751,436
39492,663,343,663,343
39493,583,459,583,459
39494,714,194,714,194
39495,254,272,272,254
39496,490,391,490,391
39497,319,423,423,319
39498,599,619,619,599
39499,245,557,557,245
39500,673,73,673,73
39501,351,721,721,351
39502,185,20,20,185
39503,86,495,495,86
39504,656,304,656,304
39505,271,381,271,381
39506,543,762,543,762
39507,389,13,13,389
39508,155,672,155,672
39509,10,561,561,10
39510,351,319,351,319
39511,80,396,80,396
39512,53,208,208,53
39513,597,56,56,597
39514,451,646,646,451
39515,589,210,589,210
39516,647,651,651,647
39517,627,643,643,627
39518,426,87,426,87
39519,715,520,715,520
39520,685,756,756,685
39521,544,628,544,628
39522,746,185,746,185
39523,742,606,606,742
39524,561,43,43,561
39525,623,779,623,779
39526,253,668,253,668
39527,132,551,551,132
39528,613,301,301,613
39529,16,135,135,16
39530,719,422,422,719
39531,299,32,32,299
39532,673,234,234,673
39533,106,737,737,106
39534,794,557,557,794
39535,547,225,547,225
39536,13,228,228,13
39537,611,776,611,776
39538,688,304,688,304
39539,391,742,742,391
39540,600,282,600,282
39541,159,257,159,257
39542,449,513,513,449
39543,289,789,789,289
39544,70,244,70,244
39545,403,117,403,117
39546,779,544,544,779
39547,193,677,677,193
39548,138,688,138,688
39549,436,139,139,436
39550,392,305,392,305
39551,641,756,756,641
39552,505,596,505,596
39553,780,232,232,780
39554,164,226,164,226
39555,517,664,664,517
39556,25,576,576,25
39557,166,424,166,424
39558,649,346,649,346
39559,130,238,130,238
39560,413,57,57,413
39561,769,663,663,769
39562,777,678,777,678
39563,482,614,614,482
39564,710,357,710,357
39565,285,208,285,208
39566,413,233,233,413
39567,182,613,613,182
39568,338,16,16,338
39569,204,698,204,698
39570,7,640,7,640
39571,344,292,344,292
39572,307,40,307,40
39573,720,200,720,200
39574,792,667,792,667
39575,579,345,345,579
39576,617,154,154,617
39577,161,705,705,161
39578,387,488,387,488
39579,738,665,738,665
39580,57,532,532,57
39581,243,592,592,243
39582,161,570,570,161
39583,679,547,679,547
39584,668,616,616,668
39585,586,133,586,133
39586,298,761,298,761
39587,478,796,478,796
39588,576,659,576,659
39589,226,68,68,226
39590,60,617,617,60
39591,698,653,698,653
39592,58,580,58,580
39593,574,288,574,288
39594,224,566,566,224
39595,148,632,632,148
39596,7,754,7,754
39597,211,613,613,211
39598,566,124,124,566
39599,320,543,543,320
39600,716,581,581,716
39601,426,184,184,426
39602,409,215,409,215
39603,177,308,177,308
39604,720,744,744,720
39605,522,314,314,522
39606,579,296,296,579
39607,307,195,307,195
39608,547,690,547,690
39609,174,791,174,791
39610,579,291,291,579
39611,541,699,699,541
39612,758,607,758,607
39613,786,11,786,11
39614,437,140,437,140
39615,204,753,204,753
39616,223,319,223,319
39617,350,397,350,397
39618,393,455,393,455
39619,94,263,263,94
39620,614,242,614,242
39621,403,444,444,403
39622,615,365,365,615
39623,59,444,59,444
39624,118,141,141,118
39625,221,81,221,81
39626,695,579,579,695
39627,748,159,748,159
39628,126,1,126,1
39629,560,94,560,94
39630,439,409,409,439
39631,542,229,542,229
39632,699,219,699,219
39633,495,366,366,495
39634,119,164,164,119
39635,731,626,626,731
39636,93,514,93,514
39637,609,723,723,609
39638,800,472,472,800
39639,101,783,101,783
39640,450,74,450,74
39641,529,334,334,529
39642,360,628,360,628
39643,30,63,63,30
39644,480,449,480,449
39645,442,205,205,442
39646,496,497,496,497
39647,394,502,394,502
39648,98,698,698,98
39649,692,794,794,692
39650,223,45,223,45
39651,639,628,628,639
39652,197,440,440,197
39653,60,773,773,60
39654,22,312,22,312
39655,797,210,797,210
39656,753,452,452,753
39657,531,175,175,531
39658,329,666,666,329
39659,783,329,329,783
39660,395,369,369,395
39661,608,298,608,298
39662,568,785,785,568
39663,381,447,381,447
39664,309,375,309,375
39665,688,32,32,688
39666,62,785,785,62
39667,682,754,682,754
39668,52,727,727,52
39669,519,652,519,652
39670,575,86,86,575
39671,441,699,699,441
39672,315,596,596,315
39673,582,268,582,268
39674,410,532,410,532
39675,587,718,718,587
39676,629,469,629,469
39677,316,76,316,76
39678,441,179,179,441
39679,340,187,340,187
39680,770,458,770,458
39681,730,582,582,730
39682,179,706,706,179
39683,292,370,370,292
39684,188,730,730,188
39685,568,647,568,647
39686,181,184,184,181
39687,732,495,732,495
39688,264,553,553,264
39689,86,788,788,86
39690,162,467,467,162
39691,262,762,262,762
39692,38,676,676,38
39693,554,502,554,502
39694,247,598,598,247
39695,61,41,61,41
39696,134,487,487,134
39697,72,512,512,72
39698,179,553,553,179
39699,116,261,261,116
39700,260,338,260,338
39701,616,699,699,616
39702,762,486,486,762
39703,668,453,453,668
39704,351,309,309,351
39705,476,452,476,452
39706,360,301,301,360
39707,585,104,585,104
39708,210,361,361,210
39709,486,485,486,485
39710,580,755,580,755
39711,532,76,532,76
39712,358,645,358,645
39713,261,243,261,243
39714,386,278,278,386
39715,511,476,476,511
39716,647,473,473,647
39717,318,569,569,318
39718,535,9,9,535
39719,647,230,230,647
39720,70,130,70,130
39721,171,197,171,197
39722,284,513,513,284
39723,230,254,254,230
39724,643,724,724,643
39725,190,481,481,190
39726,281,656,656,281
39727,52,272,272,52
39728,364,327,364,327
39729,673,394,394,673
39730,723,330,723,330
39731,130,673,130,673
39732,341,114,114,341
39733,649,340,340,649
39734,137,13,137,13
39735,702,794,702,794
39736,604,306,306,604
39737,208,212,212,208
39738,496,591,496,591
39739,437,259,259,437
39740,477,11,477,11
39741,736,307,307,736
39742,26,160,26,160
39743,691,585,691,585
39744,712,328,712,328
39745,139,225,139,225
39746,390,204,204,390
39747,610,59,59,610
39748,679,317,317,679
39749,174,343,343,174
39750,80,49,80,49
39751,19,755,19,755
39752,599,581,581,599
39753,391,695,391,695
39754,450,433,450,433
39755,415,489,415,489
39756,537,237,537,237
39757,793,366,793,366
39758,43,156,156,43
39759,711,551,551,711
39760,141,223,223,141
39761,323,206,206,323
39762,31,416,31,416
39763,577,635,635,577
39764,686,338,338,686
39765,351,348,348,351
39766,123,272,272,123
39767,742,697,697,742
39768,173,490,490,173
39769,632,773,773,632
39770,756,705,705,756
39771,317,245,245,317
39772,400,344,344,400
39773,391,441,441,391
39774,515,546,546,515
39775,604,43,43,604
39776,375,133,133,375
39777,405,790,405,790
39778,518,357,518,357
39779,317,219,219,317
39780,761,383,383,761
39781,59,373,59,373
39782,152,400,152,400
39783,450,639,450,639
39784,770,195,770,195
39785,632,698,632,698
39786,623,70,70,623
39787,415,365,365,415
39788,281,141,141,281
39789,653,55,55,653
39790,387,108,108,387
39791,637,588,588,637
39792,232,555,232,555
39793,163,720,163,720
39794,657,297,657,297
39795,290,81,81,290
39796,6,170,6,170
39797,257,674,674,257
39798,584,692,692,584
39799,746,103,103,746
39800,613,710,710,613
39801,308,125,125,308
39802,299,4,4,299
39803,733,561,561,733
39804,81,159,159,81
39805,189,466,466,189
39806,435,8,8,435
39807,193,544,544,193
39808,612,70,70,612
39809,476,54,476,54
39810,549,445,549,445
39811,477,150,477,150
39812,481,270,481,270
39813,586,576,576,586
39814,11,130,130,11
39815,108,5,108,5
39816,120,75,75,120
39817,252,570,570,252
39818,217,714,714,217
39819,195,118,195,118
39820,423,531,531,423
39821,754,660,754,660
39822,726,731,726,731
39823,376,708,708,376
39824,109,430,430,109
39825,165,190,165,190
39826,703,307,703,307
39827,601,532,532,601
39828,713,759,713,759
39829,721,598,598,721
39830,65,724,724,65
39831,463,233,233,463
39832,328,736,736,328
39833,81,295,295,81
39834,699,648,699,648
39835,502,128,502,128
39836,376,411,376,411
39837,174,287,287,174
39838,178,248,248,178
39839,786,520,786,520
39840,156,298,298,156
39841,223,346,223,346
39842,793,746,793,746
39843,259,717,717,259
39844,527,9,9,527
39845,97,689,689,97
39846,141,120,141,120
39847,636,600,600,636
39848,667,389,667,389
39849,439,385,385,439
39850,219,785,785,219
39851,502,143,502,143
39852,444,156,444,156
39853,547,4,547,4
39854,325,362,362,325
39855,292,706,706,292
39856,281,350,350,281
39857,719,346,346,719
39858,77,523,523,77
39859,84,596,84,596
39860,63,758,63,758
39861,93,515,93,515
39862,493,599,493,599
39863,709,182,709,182
39864,379,126,126,379
39865,334,570,570,334
39866,230,638,230,638
39867,208,523,523,208
39868,599,772,772,599
