,totalDiff,HPDiff,attackDiff,DefenseDiff,SpAtkDiff,SpdefDiff,SpeedDiff,DAMAGE_A,DAMAGE_SP,TR,win_mapping
45959,85,10,-2,-8,20,25,40,50.35938461538461,104.88,1.0,1
45960,113,33,40,-5,35,10,0,118.12799999999999,78.38399999999999,1.0,0
45961,75,5,-5,55,40,-20,0,72.588,27.048000000000002,0.0,0
45962,-225,-24,-1,-15,-80,-45,-60,15.371076923076922,19.32,0.0,0
45963,185,30,17,3,22,57,56,21.79448275862069,51.06,0.0,1
45964,-5,35,-60,-25,55,5,-15,41.794285714285714,71.57600000000001,0.0,0
45965,105,12,-2,14,33,30,18,68.33759999999998,46.47839999999999,0.0,1
45966,-79,-25,51,-19,-79,10,-17,19.697684210526315,41.29384615384616,0.0,0
45967,195,41,37,45,33,48,-9,78.22628571428572,39.19199999999999,0.0,0
45968,310,50,20,5,90,55,90,367.08,367.08,0.0,1
45969,261,41,41,32,60,70,17,78.38399999999999,145.2591780821918,1.5,1
45970,210,15,-20,10,70,85,50,141.20159999999998,269.928,0.0,1
45971,-40,-5,-5,30,-10,-10,-40,93.84,20.976,0.0,0
45972,-300,-25,-45,-80,-40,-55,-55,20.976,14.904,0.0,0
45973,-193,-13,-20,-105,10,-55,-10,18.09978947368421,63.480000000000004,-1.0,0
45974,80,20,60,-10,-10,15,5,45.263999999999996,57.40800000000001,0.0,1
45975,132,10,-25,76,55,21,-5,78.66,45.263999999999996,0.0,0
45976,-250,-41,-19,-28,-71,-27,-64,10.134976744186048,12.006,0.0,0
45977,-50,20,-5,-85,40,-40,20,25.0608,34.776,-0.5,0
45978,129,21,6,20,31,44,7,17.181831325301207,20.15938144329897,-1.5,1
45979,-225,-25,-40,-27,-70,-55,-8,13.6896,14.51225806451613,0.0,0
45980,-246,-45,-75,-39,-10,-60,-17,13.524000000000001,10.375555555555556,0.0,0
45981,-248,-30,-48,-15,-68,-15,-72,19.661443298969075,17.94,0.0,0
45982,-156,-81,-48,-42,30,-35,20,54.9792,43.239999999999995,0.0,1
45983,-95,-7,5,-36,-42,-37,22,9.2736,17.434779661016947,-1.5,1
45984,-135,5,-50,-20,5,-40,-35,49.2384,23.735999999999997,1.0,0
45985,-162,-23,-45,-13,22,-63,-40,20.317590361445784,33.12,0.0,0
45986,185,20,75,85,-20,5,20,46.47839999999999,47.288,0.5,1
45987,-227,-29,-33,-10,-70,-40,-45,16.008000000000003,18.09978947368421,0.0,0
45988,145,-5,-5,0,60,70,25,236.25599999999997,296.976,1.5,1
45989,-195,-74,-51,7,-21,-48,-8,30.784615384615385,16.154117647058822,0.0,0
45990,165,2,12,43,56,82,-30,41.366341463414635,31.657945945945947,0.0,0
45991,102,7,-8,14,19,44,26,58.13664,50.962338461538465,0.0,1
45992,-93,-11,-32,5,-17,13,-51,56.07869387755102,60.34835643564356,1.5,0
45993,-390,-45,-32,-32,-103,-103,-75,15.568125,12.879999999999999,0.0,0
45994,115,-10,15,50,75,-40,25,33.439578947368425,35.72228571428572,0.0,1
45995,149,10,65,72,-2,-45,49,76.83840000000001,57.40800000000001,0.0,1
45996,2,-1,7,3,-2,-10,5,14.013677419354838,16.56,0.0,1
45997,-98,-60,-25,87,-65,-45,10,64.11915789473684,30.084000000000003,0.0,1
45998,-147,-8,-15,-13,-18,-68,-25,10.158795180722892,15.042000000000002,-0.5,0
45999,-90,-25,25,-20,-25,-70,25,19.7616,31.095999999999997,0.0,1
46000,50,20,-40,-5,55,25,-5,16.180500000000002,19.595999999999997,-1.5,0
46001,-226,-22,-72,-14,-34,-29,-55,23.085221052631585,24.235705263157897,-1.0,0
46002,-110,0,-2,-98,3,-48,35,57.0204255319149,112.05600000000001,-1.0,0
46003,-140,-1,-64,-45,-6,5,-29,53.76480000000001,29.476799999999997,0.0,0
46004,-260,-87,-23,-18,-49,-51,-32,21.934736842105263,16.354029850746265,0.0,0
46005,-128,-16,-84,-29,-49,-24,74,23.736000000000004,101.12640000000002,0.0,0
46006,95,21,42,2,25,0,5,49.514399999999995,36.915,0.5,1
46007,-163,12,-1,-60,-63,-32,-19,33.54461538461538,76.14203076923077,1.0,0
46008,154,-40,-72,185,-35,185,-69,188.96800000000002,115.99459459459459,0.5,0
46009,50,36,-20,55,-55,69,-35,35.423172413793104,41.45329655172414,0.0,0
46010,-36,-33,-22,0,-16,0,35,62.823567567567565,45.45375,0.0,1
46011,-198,-34,-34,-18,-48,-13,-51,19.48897959183674,20.795643564356435,0.5,0
46012,-75,-40,-65,-40,60,0,10,20.976,29.604631578947366,0.0,1
46013,-35,-35,25,-15,-45,-15,50,43.869473684210526,78.38399999999999,1.5,1
46014,-75,-20,-35,65,-55,40,-70,43.3956923076923,52.44,0.0,0
46015,125,5,40,26,10,36,8,48.4656,42.734,-1.0,1
46016,292,38,18,37,92,44,63,91.37837837837839,75.624,0.0,1
46017,-88,-30,-38,12,-31,-21,20,23.159999999999997,7.452,0.0,0
46018,-173,-15,-39,-57,-23,-11,-28,70.99199999999999,54.780169014084514,1.5,0
46019,450,50,128,112,85,40,35,92.43876923076922,62.376000000000005,-1.0,1
46020,-105,46,-53,-26,38,-14,-96,48.63733333333333,24.889066666666672,0.0,0
46021,16,34,-18,-2,-6,12,-4,12.54464516129032,15.747549295774649,0.0,0
46022,100,15,-3,5,23,25,35,42.8352,57.40800000000001,0.0,1
46023,85,-5,-15,0,30,40,35,33.25800000000001,65.13600000000001,-1.5,0
46024,55,10,15,0,-20,15,35,30.784615384615385,55.384,0.0,1
46025,210,30,0,20,45,65,50,67.97485714285716,260.54400000000004,1.5,1
46026,-21,-6,21,-8,1,-1,-28,38.44848979591837,35.88,0.0,0
46027,-75,-11,-7,33,-20,-20,-50,31.188000000000002,11.188615384615385,-0.5,0
46028,-100,40,35,-160,35,-140,90,257.78400000000005,658.5360000000001,0.0,1
46029,-224,-74,-50,10,-10,-50,-50,84.732,14.904,0.0,0
46030,-100,-31,-38,-58,0,-19,46,11.867999999999999,45.98440677966101,0.0,1
46031,36,-5,5,5,15,5,11,17.7744,14.188125,-0.5,1
46032,155,50,85,5,-15,-10,40,47.288,39.19199999999999,0.0,1
46033,276,35,74,35,41,35,56,103.26206896551724,83.72,0.0,1
46034,250,-40,40,35,100,50,65,69.552,91.816,0.0,1
46035,-16,5,30,12,-20,-58,15,40.40639999999999,47.93567999999999,0.0,1
46036,115,44,26,8,41,3,-7,54.9792,31.2432,0.0,0
46037,-100,20,5,-37,-35,-37,-16,27.048000000000002,32.41395348837209,0.0,0
46038,-350,-38,-18,-52,-52,-112,-78,34.3344,16.670399999999997,-1.0,0
46039,-80,-145,47,42,2,-21,-5,113.16,43.608,0.5,0
46040,-350,-32,-89,-55,-65,-60,-49,17.3328,20.976,0.0,0
46041,-60,10,-10,-25,-30,-35,30,45.621176470588246,148.488,0.0,1
46042,220,20,130,10,55,-60,65,39.19199999999999,46.47839999999999,0.0,1
46043,160,30,10,0,50,30,40,45.263999999999996,139.38,0.0,1
46044,115,25,57,40,5,-15,3,194.9664,118.28571428571428,1.0,1
46045,-161,-26,-19,-47,-19,-47,-3,50.497777777777785,107.1906976744186,1.0,0
46046,140,-3,47,14,28,3,51,42.38778947368421,72.40941176470588,0.0,1
46047,-46,20,15,-5,-25,-5,-46,38.15108571428572,45.970046511627906,0.0,0
46048,24,-7,14,-22,5,6,28,54.034666666666666,47.98593103448275,0.0,1
46049,65,-10,8,2,-10,0,75,11.268685714285713,52.99199999999999,-0.5,1
46050,-260,-45,-103,-40,-37,-30,-5,25.130526315789474,23.253,0.0,0
46051,320,-20,55,50,65,65,105,61.962,209.20799999999997,0.0,1
46052,-120,-5,-3,20,-47,-15,-70,29.255999999999997,25.179692307692306,0.5,0
46053,-110,0,-60,0,-10,30,-70,14.627999999999998,21.4176,-0.5,0
46054,267,10,55,181,0,31,-10,71.208,25.668000000000003,-0.5,0
46055,270,30,20,25,70,60,65,39.19199999999999,112.05600000000001,0.0,1
46056,-5,-1,25,0,8,-42,5,25.944000000000003,32.8164,0.0,1
46057,-57,-10,-50,4,35,14,-50,45.263999999999996,28.104,0.0,0
46058,5,5,-25,-20,-5,-15,65,31.095999999999997,61.0512,0.0,1
46059,-280,-10,-85,-80,-30,-20,-55,28.2624,17.3328,0.0,0
46060,0,-25,20,0,-25,-5,35,22.398461538461536,35.990399999999994,-0.5,1
46061,38,3,-51,-29,111,39,-35,46.61333333333334,39.19199999999999,0.0,0
46062,-192,-36,-82,-91,6,14,-3,28.593599999999995,66.7184,0.0,0
46063,-350,-70,-50,-45,-100,-50,-35,6.201882352941176,10.967368421052631,-0.5,0
46064,-47,41,-59,19,16,-16,-48,49.84135384615384,47.84460000000001,-1.0,0
46065,-180,-5,-60,-50,27,-57,-35,49.60114285714286,30.344228571428573,0.0,0
46066,15,35,-20,25,35,5,-65,109.61142857142858,43.869473684210526,1.5,1
46067,155,8,75,42,35,12,-17,59.06399999999999,30.590000000000003,0.0,0
46068,-110,-5,10,15,-90,-40,0,29.383384615384614,25.944000000000003,0.0,0
46069,-40,10,-10,20,-20,-15,-25,23.644,9.66,-1.5,0
46070,-141,-8,-9,-8,-44,-35,-37,25.53,16.422,0.0,0
46071,-95,-26,-47,-10,20,-10,-22,67.528,39.19199999999999,0.0,0
46072,-125,-25,-5,-35,-30,-30,0,30.784615384615385,39.19199999999999,0.0,0
46073,240,25,80,140,-45,10,30,65.21485714285714,112.05600000000001,0.5,1
46074,-15,30,-15,65,-10,-70,-15,114.85846153846154,55.384,0.0,0
46075,-25,15,40,-85,10,-40,35,86.47999999999999,126.96000000000001,1.5,1
46076,90,10,30,8,-8,30,20,37.23027692307692,75.624,0.5,0
46077,6,0,0,5,5,-5,1,51.336000000000006,25.944000000000003,0.0,1
46078,-50,20,-30,0,5,0,-45,78.38399999999999,57.565714285714286,1.0,0
46079,-300,-40,-70,-65,-90,-20,-15,36.34707692307692,78.38399999999999,1.0,0
46080,-245,-36,-49,-85,-12,-57,-6,27.687157894736842,35.08698591549295,0.0,0
46081,57,11,-48,11,34,11,38,37.27452631578947,49.60114285714286,-1.0,1
46082,381,48,74,76,105,50,28,164.51808000000003,45.77000000000001,0.0,1
46083,-148,-65,-11,-13,-41,-21,3,15.761052631578945,16.56,0.0,1
46084,-342,-30,-112,-37,-84,-39,-40,29.621169230769233,35.39424000000001,1.5,0
46085,165,27,74,65,19,-10,-10,131.45777777777778,71.0976,1.0,0
46086,-405,-81,-96,-50,-69,-45,-64,15.274809160305345,22.264,0.0,0
46087,125,65,20,-15,20,40,-5,35.788000000000004,30.981,0.0,0
46088,-40,-5,18,-38,-10,-20,15,26.00708571428572,41.469,0.0,1
46089,59,3,30,8,-20,20,18,27.74194285714286,112.05600000000001,0.0,1
46090,-27,-5,-2,0,-22,12,-10,54.096000000000004,96.60000000000001,1.0,0
46091,268,23,80,45,10,65,45,65.688,67.21661538461538,0.5,1
46092,37,30,-25,-5,15,15,7,45.908,42.20896551724138,0.0,1
46093,-107,-10,-55,-27,35,-10,-40,47.0856,35.5488,0.0,0
46094,195,35,29,55,25,35,16,79.26719999999999,80.178,0.0,1
46095,-90,-25,-8,50,-75,0,-32,20.355,12.13748031496063,-1.5,0
46096,-95,9,15,-15,-40,-35,-29,25.53,27.459661016949152,0.0,0
46097,-410,-45,-80,-40,-85,-55,-105,30.084000000000003,13.386,0.0,0
46098,35,25,13,-73,35,-45,80,37.37039999999999,126.62880000000001,0.0,1
46099,181,67,99,15,-20,-10,30,21.4176,16.79353846153846,0.0,1
46100,175,-7,8,25,93,40,16,81.22285714285714,66.24,1.0,1
46101,-26,-29,-14,0,2,4,11,13.524000000000001,14.738399999999999,-1.5,1
46102,-238,-33,-70,-30,-60,-10,-35,13.6896,30.784615384615385,0.0,0
46103,-55,-22,16,-10,-4,-10,-25,35.88,29.255999999999997,0.0,0
46104,27,12,5,10,-10,0,10,45.263999999999996,27.048000000000002,0.0,1
46105,20,20,10,10,-15,10,-15,26.076479999999997,28.104,0.0,0
46106,-237,0,-102,-27,-56,-9,-43,30.241714285714284,42.6144,1.0,0
46107,134,15,97,14,22,-1,-13,42.26457831325301,30.784615384615385,-1.0,0
46108,-350,-34,-105,-55,-95,-35,-26,13.847999999999999,18.992079207920792,0.0,0
46109,61,10,40,68,-10,-12,-35,75.624,25.179692307692306,0.5,0
46110,-20,-70,40,-10,40,-10,-10,36.156,36.156,0.5,0
46111,-310,-70,-135,-50,-65,20,-10,17.94,44.944421052631576,0.0,0
46112,-185,5,-40,-90,0,-25,-35,13.524000000000001,9.049894736842106,0.0,0
46113,35,20,-20,-40,50,15,10,50.40184615384615,75.624,0.0,1
46114,-140,-55,16,-26,-66,-24,15,31.2984,31.9056,0.0,1
46115,-125,-21,-57,10,-45,10,-22,58.51199999999999,78.38399999999999,1.5,0
46116,-140,-62,-17,2,-48,-27,12,30.479999999999997,54.13846153846154,0.0,1
46117,35,30,-18,8,15,45,-45,27.687157894736842,47.86628571428571,0.0,0
46118,-90,10,25,-95,-10,-50,30,70.288,102.67200000000001,1.5,1
46119,10,-5,30,-10,40,-25,-20,35.144,29.255999999999997,0.0,0
46120,119,35,2,-10,82,55,-45,158.53439999999998,107.52960000000002,1.5,1
46121,0,-12,-25,5,-5,20,17,47.288,69.87157894736842,0.0,1
46122,65,5,70,110,-20,-80,-20,42.366,16.99371428571429,-0.5,0
46123,17,-15,-70,5,60,65,-28,50.1216,56.58,0.0,0
46124,14,16,4,-44,34,-14,18,79.4249142857143,63.001599999999996,1.5,1
46125,159,59,-45,5,60,50,30,63.480000000000004,75.624,0.0,1
46126,-375,-46,-128,-37,-74,-20,-70,17.664,25.179692307692306,0.0,0
46127,-170,-36,-36,0,-61,-8,-29,29.180152671755728,35.88,0.0,0
46128,-301,-38,-100,-59,-45,-39,-20,24.098742857142863,35.9536,-1.0,0
46129,-50,0,5,-10,0,-10,-35,21.768,27.048000000000002,0.0,0
46130,370,25,80,115,45,80,25,46.92,24.953647058823528,-0.5,1
46131,-70,-13,-50,-12,5,15,-15,24.190588235294122,37.04894117647059,0.0,0
46132,-75,14,-19,-57,-4,-39,30,31.9056,141.20159999999998,0.0,0
46133,174,25,16,22,55,15,41,39.19199999999999,39.19199999999999,0.0,1
46134,-60,-10,20,-30,0,-35,-5,9.952235294117648,19.595999999999997,0.0,0
46135,-190,-8,-102,20,-67,-50,17,9.952235294117648,19.595999999999997,0.0,1
46136,-85,-26,-26,14,-31,14,-30,34.166896551724136,29.604631578947366,0.0,0
46137,55,-15,-15,-33,65,37,16,100.21560000000002,58.44891428571428,0.5,1
46138,-115,-5,11,-78,3,-58,12,72.52340425531915,99.912,-1.0,1
46139,395,35,130,10,105,80,35,18.194769230769232,54.00399999999999,0.0,1
46140,-150,-21,-64,-2,-39,11,-35,12.06672,20.746484210526315,-0.5,0
46141,-305,-50,-70,10,-80,-105,-10,19.7616,15.771428571428574,0.0,0
46142,-138,-35,15,-50,-29,-54,15,29.071999999999996,28.905317647058823,0.0,1
46143,0,70,20,-5,-35,40,-90,22.1904,35.357052631578945,0.0,1
46144,425,65,115,75,60,75,35,117.26057142857142,117.26057142857142,0.0,1
46145,162,40,-5,15,30,55,27,65.21485714285714,46.47839999999999,0.0,1
46146,-84,-15,15,13,-35,-57,-5,110.262,87.492,1.0,0
46147,-360,-50,-70,-60,-85,-35,-60,23.007360000000002,45.99999999999999,1.5,0
46148,155,12,58,15,48,25,-3,35.88,28.326315789473686,0.0,0
46149,-113,-30,-30,-23,30,-30,-30,21.934736842105263,39.19199999999999,0.0,0
46150,-229,-80,-37,-50,-57,-40,35,6.330000000000001,15.042000000000002,-1.5,0
46151,156,20,-29,-5,41,115,14,64.50915254237289,205.15999999999997,0.0,1
46152,-275,-70,5,-10,-75,-75,-50,35.5488,11.867999999999999,0.0,0
46153,180,10,0,105,-20,105,-20,80.82857142857142,80.82857142857142,0.0,0
46154,-160,-19,-74,-3,-44,7,-27,29.476799999999997,66.15168000000001,0.0,0
46155,170,35,70,-30,25,15,55,62.19199999999999,151.248,1.5,1
46156,25,16,47,-10,-40,15,-3,33.98742857142858,27.048000000000002,0.5,0
46157,163,22,-7,6,55,55,32,139.91359999999997,157.32,1.0,1
46158,40,30,-20,0,-45,-5,80,27.88551724137931,184.92000000000002,0.0,1
46159,-100,-20,15,-15,-45,-35,0,43.869473684210526,57.565714285714286,1.5,0
46160,-95,-10,15,35,-45,-30,-60,102.67200000000001,38.308800000000005,1.0,0
46161,-198,4,-33,-35,-36,-25,-73,9.338446601941747,11.708659793814432,0.0,0
46162,-80,-19,15,-14,-36,14,-40,24.656000000000002,15.885333333333332,-1.5,0
46163,35,-2,-60,25,20,20,32,163.39200000000002,68.33379310344827,1.0,1
46164,-235,-45,-15,0,-62,-20,-93,32.807010309278354,20.53170731707317,0.5,0
46165,215,25,120,5,-35,10,90,63.8112,111.50399999999999,1.5,1
46166,180,25,30,30,35,45,15,86.03314285714286,86.03314285714286,-1.0,1
46167,-185,-15,-10,-35,-45,-55,-25,11.503680000000001,22.999999999999996,0.0,0
46168,-11,-16,-27,13,12,48,-41,20.667529411764704,27.739623529411766,0.0,0
46169,150,-9,14,157,-16,22,-18,105.38535211267606,52.095,0.5,0
46170,-71,-30,-30,-68,35,17,5,52.9552,57.07680000000001,0.0,1
46171,-18,4,15,-3,-10,-3,-21,27.53376,21.528,0.0,0
46172,159,31,43,-5,46,9,35,30.33876923076923,25.0608,-0.5,1
46173,236,110,20,14,59,23,10,0.0,0.0,0.0,0
46174,250,40,70,80,30,30,0,148.488,46.47839999999999,-1.0,0
46175,-75,0,0,0,-55,0,-20,25.769684210526314,42.504,0.0,0
46176,25,0,-15,-5,25,-10,30,39.19199999999999,22.631999999999998,0.0,1
46177,10,4,1,-15,9,20,-9,75.624,39.19199999999999,0.5,0
46178,62,-5,-17,52,43,27,-38,101.83448275862068,72.43591836734694,1.0,0
46179,-110,1,-89,17,-14,27,-52,40.16352,45.02112,0.0,0
46180,125,30,-15,0,40,45,25,41.86,33.25800000000001,0.0,1
46181,19,-4,-15,10,11,-3,20,73.68309677419356,81.18646153846154,1.5,1
46182,-80,-50,60,-100,30,-80,60,3.8087999999999997,5.428000000000001,-0.5,1
46183,108,-5,44,15,50,24,-20,66.7184,34.7392,0.0,0
46184,20,1,22,22,23,-7,-41,37.27452631578947,49.080685714285714,0.0,0
46185,-32,35,5,-52,-30,10,0,22.1904,70.41942857142857,0.0,0
46186,149,27,83,28,-4,-27,42,19.78,21.79448275862069,-0.5,1
46187,61,-4,12,10,7,20,16,26.602153846153847,19.200000000000003,-1.5,1
46188,46,-9,61,-5,-55,40,14,24.214399999999998,57.657534246575345,0.0,1
46189,237,45,44,60,15,35,38,141.20159999999998,38.18,0.0,1
46190,-192,-10,-45,-25,-17,-35,-60,46.506,36.74742857142858,1.5,0
46191,-125,-40,-50,35,-15,-30,-25,66.148,10.00863157894737,-1.5,0
46192,-182,-15,-60,-27,-20,-22,-38,28.869600000000002,16.60416,0.0,0
46193,190,19,9,18,59,28,57,59.498360655737706,184.92000000000002,0.0,1
46194,-13,25,-45,16,-20,16,-5,48.300000000000004,43.239999999999995,-1.0,0
46195,230,15,35,16,55,41,68,60.010285714285715,72.1542857142857,0.0,1
46196,-75,-5,-12,33,-68,2,-25,34.068749999999994,55.384,0.0,0
46197,380,60,60,50,70,70,70,124.19999999999999,124.19999999999999,0.0,1
46198,-30,-43,-61,0,14,55,5,60.59162790697675,108.38682352941177,1.0,1
46199,-200,-35,-55,-60,0,-30,-20,34.638000000000005,16.008000000000003,0.0,0
46200,280,60,27,32,58,83,20,42.8352,69.37851428571429,0.0,1
46201,-35,-10,-44,-70,31,0,58,10.144864864864864,65.3775,0.0,0
46202,150,37,80,55,10,-10,-22,68.3376,49.60114285714286,0.5,1
46203,-57,29,-28,-61,4,-14,13,24.879428571428573,30.882947368421057,0.0,1
46204,15,26,52,-90,-25,25,27,41.33505882352941,39.19199999999999,0.5,1
46205,-60,-5,15,35,-30,-20,-55,24.936,31.52210526315789,-1.0,0
46206,10,50,50,3,-35,-17,-41,33.439578947368425,26.7810989010989,0.0,0
46207,-100,-20,-30,0,-25,-50,25,105.708,32.016000000000005,1.0,1
46208,322,38,43,58,100,58,25,90.1968,58.809230769230766,0.5,1
46209,-215,-100,-40,-47,-60,45,-13,46.17044210526317,85.6704,1.0,0
46210,258,35,-12,30,100,70,35,70.41942857142857,61.6116923076923,0.5,1
46211,-112,-13,-22,-67,-2,-23,15,37.30758620689655,30.215999999999998,0.0,1
46212,-265,-30,-65,-35,-65,-5,-65,26.338285714285714,54.096000000000004,1.5,0
46213,260,0,25,40,45,40,110,136.6752,99.20228571428572,1.0,1
46214,-10,0,25,-80,20,0,25,114.81600000000002,78.38399999999999,1.0,1
46215,235,30,38,33,45,45,44,69.0,67.81714285714287,0.0,1
46216,-35,25,-15,-95,25,45,-20,78.38399999999999,99.20228571428572,1.5,0
46217,80,-34,-21,34,24,34,43,42.27076056338028,61.203,0.0,0
46218,-160,-65,-90,-10,40,-10,-25,57.40800000000001,20.01726315789474,0.0,0
46219,360,36,83,87,44,77,33,81.33882352941175,132.87428571428572,0.5,1
46220,-150,-22,1,-30,-26,-38,-35,39.02068965517241,39.80894117647059,1.5,0
46221,-80,10,30,-45,0,-75,0,62.61257142857143,37.168,0.5,0
46222,-480,-61,-75,-10,-154,-90,-90,14.02762886597938,10.566857142857144,0.0,0
46223,-43,10,3,-78,20,-28,30,18.728571428571428,37.812,-1.5,1
46224,240,25,125,30,75,-30,15,111.50399999999999,74.09788235294118,1.5,1
46225,115,20,25,20,15,25,10,39.19199999999999,93.84,0.0,1
46226,-35,10,-20,5,20,-30,-20,106.85142857142858,44.39657142857143,-1.0,0
46227,-48,-30,-24,-1,-54,26,35,31.095999999999997,52.723885714285714,0.0,1
46228,-55,-20,20,20,-45,0,-30,19.595999999999997,16.719789473684212,-1.5,0
46229,-52,-5,8,-25,-2,-15,-13,15.574285714285717,10.802068965517243,-0.5,0
46230,205,45,20,40,85,20,-5,40.089,21.114,-1.5,0
46231,0,-10,-35,-8,35,22,-4,58.44891428571428,46.073600000000006,0.5,0
46232,-10,0,-50,-25,55,15,-5,41.794285714285714,79.67200000000001,0.0,0
46233,-241,-26,-72,-147,1,-17,20,22.797600000000003,34.09152,0.5,1
46234,-55,-5,-10,0,-35,0,-5,20.976,25.179692307692306,0.0,0
46235,120,22,9,30,9,30,20,44.5672131147541,53.76480000000001,0.0,1
46236,-310,-35,-95,-70,-30,-40,-40,20.976,18.37371428571429,0.0,0
46237,-120,19,-7,-67,-3,-63,1,21.53904,33.07584000000001,-0.5,1
46238,130,4,31,15,19,30,31,104.7696,136.344,0.5,1
46239,-95,0,-30,-90,-10,0,35,19.595999999999997,24.150000000000002,-0.5,1
46240,-40,6,-24,7,-24,12,-17,35.76310588235294,81.9996,-1.0,0
46241,290,32,54,81,44,81,-2,123.50605714285717,123.50605714285717,-1.0,0
46242,8,5,-20,10,-7,15,5,13.090285714285717,21.873,-1.5,1
46243,320,52,75,55,75,20,43,68.3376,62.376000000000005,0.0,1
46244,210,25,102,42,19,-11,33,50.69684210526316,38.104477611940304,0.0,1
46245,-146,-31,-7,-5,-5,-31,-67,22.908,11.9784,-1.5,0
46246,-12,11,97,-12,-44,-16,-48,45.62862385321102,39.88981132075471,1.5,1
46247,20,-5,10,10,-30,-10,45,32.361000000000004,43.239999999999995,-1.0,1
46248,166,26,32,5,30,6,67,26.882400000000004,31.03395348837209,-0.5,0
46249,0,1,10,0,-26,0,15,22.999999999999996,34.44,0.0,1
46250,-45,-6,-5,35,-25,-25,-19,42.504,35.04151898734177,0.0,0
46251,-85,15,-40,0,-20,5,-45,67.17415384615384,62.19199999999999,1.5,0
46252,90,-45,45,45,0,10,35,57.40800000000001,75.624,0.0,1
46253,216,32,25,36,49,45,29,89.792,66.30418604651163,0.0,1
46254,-2,3,-20,28,-28,24,-9,72.72466019417476,62.258360655737704,1.5,0
46255,16,-35,-47,84,-55,84,-15,109.61142857142858,173.66769230769228,1.5,0
46256,105,3,-62,15,55,25,69,89.59384615384614,99.74068965517242,1.0,1
46257,21,10,20,-42,47,5,-19,53.01103448275862,45.0,0.0,0
46258,-160,-4,2,-60,-45,-40,-13,16.99371428571429,12.972000000000001,-0.5,0
46259,20,25,10,-15,0,-15,15,39.19199999999999,27.048000000000002,-1.0,1
46260,184,45,65,41,25,42,-34,0.0,0.0,0.0,0
46261,-215,-53,-36,-33,-46,-33,-14,20.00262595419847,26.68,0.0,0
46262,272,47,20,25,75,50,55,34.1688,45.618857142857145,-1.5,1
46263,-40,15,48,0,-18,-60,-25,35.88,24.190588235294122,0.0,0
46264,10,13,40,-5,-15,-20,-3,32.568000000000005,39.19199999999999,0.0,0
46265,161,27,15,92,35,10,-18,104.7696,69.87157894736842,0.0,0
46266,-105,-15,-20,-35,-20,-25,10,25.179692307692306,31.9056,0.0,0
46267,255,24,27,67,33,53,51,38.13157894736842,62.992941176470595,0.0,1
46268,219,24,59,15,64,45,12,130.27200000000002,71.07000000000001,0.0,1
46269,-95,6,-42,-22,-3,2,-36,31.9056,35.02834285714285,0.0,0
46270,11,5,-24,10,41,-45,24,36.88576271186441,21.619999999999997,-1.5,1
46271,70,24,-17,-10,50,10,13,28.704000000000004,17.692835820895525,-0.5,1
46272,-90,15,-25,-90,50,-20,-20,165.8208,122.1024,1.0,0
46273,180,14,29,36,4,41,56,45.357415384615386,92.27862857142856,-1.0,1
46274,100,-3,30,-5,38,10,30,49.986666666666665,39.19199999999999,0.0,1
46275,510,65,150,70,125,70,30,69.0,45.621176470588246,0.5,1
46276,-109,-4,-60,-15,-65,-10,45,34.032000000000004,37.2,1.0,1
46277,-128,5,-45,-25,-60,-7,4,19.154400000000003,23.253,0.0,1
46278,-20,13,-15,-31,10,-12,15,15.042000000000002,19.595999999999997,-0.5,1
46279,-99,-55,-10,-20,-20,-10,16,13.166823529411765,17.38054054054054,-1.5,1
46280,-50,-25,-25,45,-25,0,-20,86.95623529411765,65.13600000000001,1.5,0
46281,240,38,36,-7,76,39,58,122.68199999999999,200.76,0.5,1
46282,-218,-35,-21,-22,-25,-52,-63,42.8352,14.436923076923078,0.0,0
46283,419,67,120,78,70,58,26,86.55359999999999,55.199999999999996,0.0,1
46284,-330,-59,-6,-55,-101,-68,-41,13.884274809160306,13.799999999999999,0.0,0
46285,-285,-45,-85,-20,-65,-15,-55,9.8808,15.761052631578945,-0.5,0
46286,-185,-20,0,0,-45,-55,-65,27.048000000000002,14.264842105263156,0.5,0
46287,-226,-42,-10,-22,-85,-15,-52,0.0,0.0,0.0,0
46288,129,20,20,20,29,20,20,19.1406,20.7345,0.0,1
46289,-162,-122,5,-15,10,-10,-30,30.981,11.188615384615385,0.0,0
46290,100,-1,15,-20,66,9,31,66.85333333333332,53.65764705882353,-1.0,1
46291,-236,-37,-91,-69,-4,-9,-26,29.160000000000004,28.41633802816901,0.0,0
46292,-20,-25,10,-15,-5,-15,30,157.872,86.47999999999999,1.0,1
46293,205,-10,20,145,15,45,-10,212.24400000000003,89.28600000000002,-1.0,0
46294,20,35,90,65,-40,-70,-60,78.38399999999999,50.626285714285714,1.0,1
46295,-275,-35,-110,-15,-55,-75,15,24.807529411764705,55.614000000000004,1.0,1
46296,-210,-50,0,-49,-20,-75,-16,13.6896,25.248888888888892,0.0,0
46297,-55,53,10,-64,10,-64,0,32.71152,32.71152,-0.5,0
46298,128,-67,40,25,25,30,75,61.962,840.6960000000001,0.0,1
46299,75,24,45,10,-10,-25,31,36.389538461538464,57.40800000000001,0.0,1
46300,-23,-20,-9,-22,23,-2,7,42.8352,37.79076923076923,0.0,1
46301,50,40,60,50,-20,-15,-65,57.40800000000001,19.904470588235295,-1.0,1
